agency,domain,funding_scheme,ending_year,no_projects,if,ais,avg_if_perc,funding_eur,weig_if,weig_ais,weig_avg_if_perc
ERC,SH5,Starting Grant (StG),2025,17,6.942,1.963,2.07183,23661258,0.29,0.08,0.09
ERC,SH5,Starting Grant (StG),2026,15,0,0,0,21877586,0,0,0
ERC,SH6,Advanced Grant (AdG),2012,2,0,0,0,1351628,0,0,0
ERC,SH6,Advanced Grant (AdG),2013,6,64.101,27.147,18.17857,7519822,8.52,3.61,2.42
ERC,SH6,Advanced Grant (AdG),2014,8,143.197,55.019,38.06725,13387223,10.7,4.11,2.84
ERC,SH6,Advanced Grant (AdG),2015,7,511.745,229.586,83.16408,14089070,36.32,16.3,5.9
ERC,SH6,Advanced Grant (AdG),2016,8,257.248,120.261,45.64403,15854107,16.23,7.59,2.88
ERC,SH6,Advanced Grant (AdG),2017,6,355.585,156.165,54.25299,14499293,24.52,10.77,3.74
ERC,SH6,Advanced Grant (AdG),2018,17,1011.115,461.76,103.96216,36947062,27.37,12.5,2.81
ERC,SH6,Advanced Grant (AdG),2019,8,667.634,289.784,80.28679,19637168,34,14.76,4.09
ERC,SH6,Advanced Grant (AdG),2020,2,1.836,1.911,1.995,3208180,0.57,0.6,0.62
ERC,SH6,Advanced Grant (AdG),2021,9,82.683,26.711,24.55592,20068048,4.12,1.33,1.22
ERC,SH6,Advanced Grant (AdG),2022,16,71.884,22.719,16.43519,37853186,1.9,0.6,0.43
ERC,SH6,Advanced Grant (AdG),2023,11,73.97,26.914,15.96283,27380637,2.7,0.98,0.58
ERC,SH6,Advanced Grant (AdG),2024,12,26.971,8.904,7.22382,27769217,0.97,0.32,0.26
ERC,SH6,Advanced Grant (AdG),2025,9,20.345,8.516,3.61509,22117835,0.92,0.39,0.16
ERC,SH6,Advanced Grant (AdG),2026,3,0,0,0,7407887,0,0,0
ERC,SH6,Consolidator Grant (CoG),2015,1,12.734,4.063,3.5119,384345,33.13,10.57,9.14
ERC,SH6,Consolidator Grant (CoG),2018,1,102.047,45.111,8.23074,1723005,59.23,26.18,4.78
ERC,SH6,Consolidator Grant (CoG),2019,6,269.656,114.442,41.00997,10535703,25.59,10.86,3.89
ERC,SH6,Consolidator Grant (CoG),2020,3,74.207,28.999,16.8368,4882161,15.2,5.94,3.45
ERC,SH6,Consolidator Grant (CoG),2021,12,265.516,95.993,55.65147,23388690,11.35,4.1,2.38
ERC,SH6,Consolidator Grant (CoG),2022,16,904.404,405.537,103.67386,30236415,29.91,13.41,3.43
ERC,SH6,Consolidator Grant (CoG),2023,15,251.282,115.327,21.96885,29142199,8.62,3.96,0.75
ERC,SH6,Consolidator Grant (CoG),2024,17,115.393,43.665,24.37454,32174872,3.59,1.36,0.76
ERC,SH6,Consolidator Grant (CoG),2025,14,27.337,10.052,4.77243,28354513,0.96,0.35,0.17
ERC,SH6,Consolidator Grant (CoG),2026,11,0,0,0,21454074,0,0,0
ERC,SH6,Starting Grant (StG),2014,9,60.081,22.724,18.77051,9047622,6.64,2.51,2.07
ERC,SH6,Starting Grant (StG),2015,6,462.202,243.52,34.53946,5644879,81.88,43.14,6.12
ERC,SH6,Starting Grant (StG),2016,14,386.855,177.024,74.8118,16507607,23.43,10.72,4.53
ERC,SH6,Starting Grant (StG),2017,14,421.819,199.018,62.98012,19285143,21.87,10.32,3.27
ERC,SH6,Starting Grant (StG),2018,10,44.096,18.135,15.95192,12881196,3.42,1.41,1.24
ERC,SH6,Starting Grant (StG),2019,7,701.51,325.965,70.33669,9844787,71.26,33.11,7.14
ERC,SH6,Starting Grant (StG),2020,5,79.09,34.601,19.13646,6150276,12.86,5.63,3.11
ERC,SH6,Starting Grant (StG),2021,11,225.142,91.2,40.46014,16020833,14.05,5.69,2.53
ERC,SH6,Starting Grant (StG),2022,18,307.255,120.197,53.72242,26281423,11.69,4.57,2.04
ERC,SH6,Starting Grant (StG),2023,26,345.804,148.442,41.42938,37894031,9.13,3.92,1.09
ERC,SH6,Starting Grant (StG),2024,11,253.978,107.196,27.80235,16278950,15.6,6.58,1.71
ERC,SH6,Starting Grant (StG),2025,22,51.879,24.923,4.62948,32748417,1.58,0.76,0.14
ERC,SH6,Starting Grant (StG),2026,12,0,0,0,17731217,0,0,0
ERC,SYG6,Synergy Grants (SyG),2017,1,0,0,0,2333162,0,0,0
ERC,SYG6,Synergy Grants (SyG),2018,1,35.866,10.107,6.79453,7175339,5,1.41,0.95
ERC,SYG6,Synergy Grants (SyG),2019,10,4889.171,2148.309,481.57234,128164443,38.15,16.76,3.76
ERC,SYG6,Synergy Grants (SyG),2020,8,3338.595,1278.313,362.23453,90866728,36.74,14.07,3.99
ERC,SYG6,Synergy Grants (SyG),2022,1,14.731,4.883,3.21054,9257000,1.59,0.53,0.35
ERC,SyG,Synergy Grants (SyG),2020,3,1213.029,439.908,199.56409,36463476,33.27,12.06,5.47
ERC,SyG,Synergy Grants (SyG),2025,2,56.039,23.935,6.24729,17032668,3.29,1.41,0.37
ERC,SyG,Synergy Grants (SyG),2026,2,23.139,10.003,2.46323,17590899,1.32,0.57,0.14
ERC,SyG,Synergy Grants (SyG),2027,1,0,0,0,11726141,0,0,0
ERC,SyG3A,Synergy Grants (SyG),2026,7,432.053,176.012,42.50808,68195803,6.34,2.58,0.62
ERC,SyG3A,Synergy Grants (SyG),2027,6,2.576,0.823,0.40156,62578847,0.04,0.01,0.01
ERC,SyG3B,Synergy Grants (SyG),2026,6,263.958,104.846,16.88925,51670567,5.11,2.03,0.33
ERC,SyG3B,Synergy Grants (SyG),2027,5,57.303,30.338,2.74499,49219916,1.16,0.62,0.06
ERC,SyG3C,Synergy Grants (SyG),2024,1,18.178,6.225,3.30294,4595074,3.96,1.35,0.72
ERC,SyG3C,Synergy Grants (SyG),2025,1,30.93,10.966,2.87168,11007344,2.81,1,0.26
ERC,SyG3C,Synergy Grants (SyG),2026,6,70.567,19.694,8.50058,62235123,1.13,0.32,0.14
ERC,SyG3C,Synergy Grants (SyG),2027,4,0,0,0,37983525,0,0,0
ERC,SyG3D,Synergy Grants (SyG),2026,8,841.294,263.494,110.89035,83803410,10.04,3.14,1.32
ERC,SyG3D,Synergy Grants (SyG),2027,4,11.815,4.005,1.62796,49970875,0.24,0.08,0.03
ERC,SyG3E,Synergy Grants (SyG),2025,1,40.115,20.768,3.62926,8309114,4.83,2.5,0.44
ERC,SyG3E,Synergy Grants (SyG),2026,8,20.775,7.626,4.75909,77522175,0.27,0.1,0.06
ERC,SyG3E,Synergy Grants (SyG),2027,3,3.26,1.173,0.58146,28929831,0.11,0.04,0.02
ERC,SyG3LSa,Synergy Grants (SyG),2024,2,124.284,56.65,11.301,14546070,8.54,3.89,0.78
ERC,SyG3LSa,Synergy Grants (SyG),2025,4,197.754,106.481,15.33637,34405051,5.75,3.09,0.45
ERC,SyG3LSb,Synergy Grants (SyG),2024,1,131.417,74.501,6.76804,8333331,15.77,8.94,0.81
ERC,SyG3LSb,Synergy Grants (SyG),2025,3,325.987,128.444,23.62356,24977500,13.05,5.14,0.95
ERC,SyG3LSb,Synergy Grants (SyG),2026,1,46.91,16.529,7.8934,9981794,4.7,1.66,0.79
ERC,SyG3PEa,Synergy Grants (SyG),2025,5,841.048,313.517,98.71414,62360350,13.49,5.03,1.58
ERC,SyG3PEb,Synergy Grants (SyG),2025,4,767.292,239.64,84.67843,40891513,18.76,5.86,2.07
ERC,SyG3PEb,Synergy Grants (SyG),2026,1,153.351,52.717,20.28911,9991997,15.35,5.28,2.03
ERC,SyG3SH,Synergy Grants (SyG),2024,1,2.293,0.592,0.60574,6403199,0.36,0.09,0.09
ERC,SyG3SH,Synergy Grants (SyG),2025,3,24.526,14.321,7.42598,29267540,0.84,0.49,0.25
NSC,LS1,BEETHOVEN LIFE,2023,3,21.308,5.136,2.59069,977840,21.79,5.25,2.65
NSC,LS1,DAINA,2022,1,6.824,1.407,1.49551,131802,51.77,10.68,11.35
NSC,LS1,ETIUDA,2014,5,88.388,42.442,10.11849,103666,852.63,409.41,97.61
NSC,LS1,ETIUDA,2015,5,59.128,24.92,6.68162,108180,546.57,230.36,61.76
NSC,LS1,ETIUDA,2016,5,38.921,13.482,5.20961,109660,354.93,122.94,47.51
NSC,LS1,ETIUDA,2017,7,68.51,27.273,10.72925,146141,468.79,186.62,73.42
NSC,LS1,ETIUDA,2018,7,51.188,20.158,5.42655,179123,285.77,112.54,30.3
NSC,LS1,ETIUDA,2019,10,81.779,26.356,10.97688,258512,316.34,101.95,42.46
NSC,LS1,ETIUDA,2020,7,73.723,35.967,5.86457,180177,409.17,199.62,32.55
NSC,LS1,ETIUDA,2021,3,22.593,4.593,4.14136,84895,266.13,54.1,48.78
NSC,LS1,FUGA,2014,1,14.93,2.738,2.48718,92093,162.12,29.73,27.01
NSC,LS1,FUGA,2015,2,64.822,31.676,4.27673,234419,276.52,135.13,18.24
NSC,LS1,FUGA,2016,4,42.596,13.273,7.3106,562093,75.78,23.61,13.01
NSC,LS1,FUGA,2017,2,10.918,3.704,1.96778,284651,38.36,13.01,6.91
NSC,LS1,FUGA,2018,1,4.366,1.239,0.64359,140116,31.16,8.84,4.59
NSC,LS1,FUGA,2019,2,16.523,6.962,2.89195,284651,58.05,24.46,10.16
NSC,LS1,HARMONIA,2014,2,40.277,13.667,7.00407,238140,169.13,57.39,29.41
NSC,LS1,HARMONIA,2015,2,80.458,18.926,15.91071,204020,394.36,92.77,77.99
NSC,LS1,HARMONIA,2016,5,109.858,31.797,17.36884,796356,137.95,39.93,21.81
NSC,LS1,HARMONIA,2017,2,74.973,27.559,13.12566,484023,154.9,56.94,27.12
NSC,LS1,HARMONIA,2018,4,110.529,70.623,18.56234,759037,145.62,93.04,24.46
NSC,LS1,HARMONIA,2019,3,126.598,45.847,13.52827,734656,172.32,62.41,18.41
NSC,LS1,HARMONIA,2020,3,43.027,12.531,6.41322,307786,139.8,40.71,20.84
NSC,LS1,HARMONIA,2021,3,49.759,11.714,7.74249,387687,128.35,30.22,19.97
NSC,LS1,HARMONIA,2022,3,26.594,6.694,4.24378,884446,30.07,7.57,4.8
NSC,LS1,HARMONIA,2023,2,60.844,19.529,8.77743,473070,128.62,41.28,18.55
NSC,LS1,MAESTRO,2015,1,41.526,12.212,7.24165,418470,99.23,29.18,17.31
NSC,LS1,MAESTRO,2017,6,481.604,186.309,70.77447,3998720,120.44,46.59,17.7
NSC,LS1,MAESTRO,2018,6,249.618,83.431,41.8517,4284566,58.26,19.47,9.77
NSC,LS1,MAESTRO,2019,7,476.472,170.489,70.99313,4712898,101.1,36.17,15.06
NSC,LS1,MAESTRO,2020,2,102.809,43.195,13.99619,1439239,71.43,30.01,9.72
NSC,LS1,MAESTRO,2021,2,132.243,41.599,23.34399,1093601,120.92,38.04,21.35
NSC,LS1,MAESTRO,2022,3,184.046,64.488,21.78244,2268850,81.12,28.42,9.6
NSC,LS1,MAESTRO,2023,2,27.513,9.725,3.57452,1797326,15.31,5.41,1.99
NSC,LS1,MAESTRO,2024,2,14.424,2.941,2.30683,1933279,7.46,1.52,1.19
NSC,LS1,OPUS,2013,1,4.01,0.979,0.99054,40663,98.62,24.08,24.36
NSC,LS1,OPUS,2014,11,310.214,97.952,52.59933,1344826,230.67,72.84,39.11
NSC,LS1,OPUS,2015,20,543.726,196.734,80.34032,2453167,221.64,80.2,32.75
NSC,LS1,OPUS,2016,31,585.858,191.376,108.18481,3974253,147.41,48.15,27.22
NSC,LS1,OPUS,2017,23,365.861,102.699,62.61101,3808772,96.06,26.96,16.44
NSC,LS1,OPUS,2018,15,343.983,96.389,61.21278,2982787,115.32,32.32,20.52
NSC,LS1,OPUS,2019,18,946.536,348.937,117.08647,4721450,200.48,73.9,24.8
NSC,LS1,OPUS,2020,22,662.075,214.68,101.47865,5603609,118.15,38.31,18.11
NSC,LS1,OPUS,2021,18,452.128,122.272,66.42618,5385633,83.95,22.7,12.33
NSC,LS1,OPUS,2022,40,505.905,146.474,72.44046,13212941,38.29,11.09,5.48
NSC,LS1,OPUS,2023,14,175.756,42.642,29.33129,5524647,31.81,7.72,5.31
NSC,LS1,OPUS,2024,10,31.997,9.008,4.04232,4877727,6.56,1.85,0.83
NSC,LS1,OPUS,2025,8,5.401,2.118,0.84037,4270126,1.26,0.5,0.2
NSC,LS1,POLONEZ,2017,1,4.062,1.407,0.74124,93705,43.35,15.02,7.91
NSC,LS1,POLONEZ,2018,3,72.518,33.797,6.24066,621464,116.69,54.38,10.04
NSC,LS1,POLONEZ,2019,3,66.582,28.811,5.161,651459,102.2,44.23,7.92
NSC,LS1,POLONEZ,2021,1,21.193,3.907,3.22425,219829,96.41,17.77,14.67
NSC,LS1,POLS,2023,1,0,0,0,204237,0,0,0
NSC,LS1,PRELUDIUM,2013,10,66.897,26.785,10.03193,266258,251.25,100.6,37.68
NSC,LS1,PRELUDIUM,2014,17,109.072,34.533,19.95972,434983,250.75,79.39,45.89
NSC,LS1,PRELUDIUM,2015,16,88.174,28.763,16.40455,416030,211.94,69.14,39.43
NSC,LS1,PRELUDIUM,2016,23,187.733,53.542,32.03314,663259,283.05,80.73,48.3
NSC,LS1,PRELUDIUM,2017,19,96.182,30.503,17.44568,475000,202.49,64.22,36.73
NSC,LS1,PRELUDIUM,2018,12,101.951,31.408,15.25905,287744,354.31,109.15,53.03
NSC,LS1,PRELUDIUM,2019,21,217.986,76.009,33.28149,530166,411.17,143.37,62.78
NSC,LS1,PRELUDIUM,2020,20,286.621,86.023,45.30471,626312,457.63,137.35,72.34
NSC,LS1,PRELUDIUM,2021,16,98.95,25.845,16.43639,501688,197.23,51.52,32.76
NSC,LS1,PRELUDIUM,2022,25,127.759,37.593,20.25701,954216,133.89,39.4,21.23
NSC,LS1,PRELUDIUM,2023,10,2.231,0.538,0.29125,389109,5.73,1.38,0.75
NSC,LS1,PRELUDIUM BIS,2024,2,11.402,3.543,1.56003,247814,46.01,14.3,6.3
NSC,LS1,PRELUDIUM BIS,2025,3,0,0,0,377898,0,0,0
NSC,LS1,SONATA,2014,1,3.529,0.971,0.80255,75521,46.73,12.86,10.63
NSC,LS1,SONATA,2015,3,160.413,61.76,25.44942,450360,356.19,137.13,56.51
NSC,LS1,SONATA,2016,5,68.079,25.123,11.79537,665618,102.28,37.74,17.72
NSC,LS1,SONATA,2017,8,133.951,57.826,15.45682,1061453,126.2,54.48,14.56
NSC,LS1,SONATA,2018,6,107.608,30.9,14.0285,846260,127.16,36.51,16.58
NSC,LS1,SONATA,2019,6,119.293,50.739,15.97677,918691,129.85,55.23,17.39
NSC,LS1,SONATA,2020,3,63.623,21.896,8.52172,473744,134.3,46.22,17.99
NSC,LS1,SONATA,2021,3,40.156,9.659,6.31549,486902,82.47,19.84,12.97
NSC,LS1,SONATA,2022,24,277.368,76.278,40.4327,5052136,54.9,15.1,8
NSC,LS1,SONATA,2023,3,33.029,12.844,3.43973,783271,42.17,16.4,4.39
NSC,LS1,SONATA,2024,2,0,0,0,802570,0,0,0
NSC,LS1,SONATA BIS,2017,1,68.291,19.84,10.66111,348047,196.21,57,30.63
NSC,LS1,SONATA BIS,2018,2,89.452,27.4,13.67745,537056,166.56,51.02,25.47
NSC,LS1,SONATA BIS,2019,3,101.339,39.307,18.2509,932642,108.66,42.15,19.57
NSC,LS1,SONATA BIS,2020,3,161.803,65.227,23.24043,1040283,155.54,62.7,22.34
NSC,LS1,SONATA BIS,2021,3,67.227,20.077,11.43042,1052049,63.9,19.08,10.86
NSC,LS1,SONATA BIS,2022,6,121.8,31.627,20.55813,2575211,47.3,12.28,7.98
NSC,LS1,SONATA BIS,2023,5,47.507,16.616,6.03267,2465335,19.27,6.74,2.45
NSC,LS1,SONATA BIS,2024,9,44.933,13.784,7.50644,6539725,6.87,2.11,1.15
NSC,LS1,SONATA BIS,2025,3,0,0,0,2523026,0,0,0
NSC,LS1,SONATA BIS,2026,1,5.401,2.118,0.84037,464832,11.62,4.56,1.81
NSC,LS1,SONATINA,2020,2,51.028,20.102,5.69113,393311,129.74,51.11,14.47
NSC,LS1,SONATINA,2021,4,29.392,6.178,4.79493,862376,34.08,7.16,5.56
NSC,LS1,SONATINA,2022,3,11.375,2.481,2.03251,597751,19.03,4.15,3.4
NSC,LS1,SONATINA,2023,2,0,0,0,370423,0,0,0
NSC,LS1,SYMFONIA,2018,2,102.438,29.088,17.12019,2789693,36.72,10.43,6.14
NSC,LS1,SYMFONIA,2020,2,201.109,55.488,27.06935,3255016,61.78,17.05,8.32
NSC,LS1,SYMFONIA,2021,1,64.133,28.728,4.07247,1534125,41.8,18.73,2.65
NSC,LS1,UNISONO,2019,1,37.764,11.059,7.01739,126963,297.44,87.1,55.27
NSC,LS2,BEETHOVEN LIFE,2023,4,13.381,4.142,2.23603,1036739,12.91,4,2.16
NSC,LS2,DAINA,2022,1,44.372,18.386,5.85883,380116,116.73,48.37,15.41
NSC,LS2,DAINA,2024,1,0,0,0,342447,0,0,0
NSC,LS2,ETIUDA,2014,5,49.962,18.991,7.91597,99225,503.52,191.39,79.78
NSC,LS2,ETIUDA,2015,5,70.664,27.835,9.35143,107167,659.39,259.74,87.26
NSC,LS2,ETIUDA,2016,3,19.928,4.74,3.62557,65643,303.58,72.21,55.23
NSC,LS2,ETIUDA,2017,5,22.846,6.104,3.84684,100447,227.44,60.77,38.3
NSC,LS2,ETIUDA,2018,2,25.94,9.332,3.58445,51683,501.9,180.56,69.35
NSC,LS2,ETIUDA,2019,2,0,0,0,46919,0,0,0
NSC,LS2,ETIUDA,2021,1,0,0,0,34945,0,0,0
NSC,LS2,FUGA,2014,1,22.861,5.328,4.80278,68372,334.36,77.93,70.24
NSC,LS2,FUGA,2018,2,24.467,7.224,4.14529,284651,85.95,25.38,14.56
NSC,LS2,HARMONIA,2014,1,20.384,6.288,3.62349,66814,305.09,94.11,54.23
NSC,LS2,HARMONIA,2015,3,89.428,35.12,12.35411,469277,190.57,74.84,26.33
NSC,LS2,HARMONIA,2016,5,88.448,36.372,10.92837,601170,147.13,60.5,18.18
NSC,LS2,HARMONIA,2017,5,54.776,21.767,9.54542,1100210,49.79,19.78,8.68
NSC,LS2,HARMONIA,2018,1,23.536,7.69,4.95412,120930,194.62,63.59,40.97
NSC,LS2,HARMONIA,2019,2,90.113,26.86,13.30941,649320,138.78,41.37,20.5
NSC,LS2,HARMONIA,2020,1,22.649,9.191,1.90588,67256,336.76,136.66,28.34
NSC,LS2,HARMONIA,2021,1,31.139,7.182,4.9932,344588,90.37,20.84,14.49
NSC,LS2,HARMONIA,2022,2,48.029,17.975,6.43591,568823,84.44,31.6,11.31
NSC,LS2,HARMONIA,2023,1,3.303,0,0.78485,140000,23.59,0,5.61
NSC,LS2,MAESTRO,2015,1,40.391,11.399,7.04072,656744,61.5,17.36,10.72
NSC,LS2,MAESTRO,2017,1,30.965,8.16,5.21395,697674,44.38,11.7,7.47
NSC,LS2,MAESTRO,2018,2,270.372,113.412,31.96502,1395349,193.77,81.28,22.91
NSC,LS2,MAESTRO,2023,1,57.514,19.213,7.94897,795186,72.33,24.16,10
NSC,LS2,OPUS,2014,6,53.746,15.822,10.95351,599720,89.62,26.38,18.26
NSC,LS2,OPUS,2015,13,270.21,99.821,52.32204,2072641,130.37,48.16,25.24
NSC,LS2,OPUS,2016,18,264.696,96.442,43.00901,2355532,112.37,40.94,18.26
NSC,LS2,OPUS,2017,19,349.019,135.371,57.80441,3021118,115.53,44.81,19.13
NSC,LS2,OPUS,2018,11,200.162,77.434,28.56626,2484438,80.57,31.17,11.5
NSC,LS2,OPUS,2019,11,207.31,80.203,30.91527,2817461,73.58,28.47,10.97
NSC,LS2,OPUS,2020,9,226.222,80.25,31.02907,2429323,93.12,33.03,12.77
NSC,LS2,OPUS,2021,16,358.483,120.132,47.60533,3911609,91.65,30.71,12.17
NSC,LS2,OPUS,2022,32,352.405,99.564,51.36159,10393409,33.91,9.58,4.94
NSC,LS2,OPUS,2023,10,72.232,21.061,10.73692,3214177,22.47,6.55,3.34
NSC,LS2,OPUS,2024,9,28.782,8.119,5.13699,3425553,8.4,2.37,1.5
NSC,LS2,OPUS,2025,3,8.158,3.044,1.73816,1495870,5.45,2.03,1.16
NSC,LS2,POLONEZ,2018,3,27.161,13.718,4.40756,583392,46.56,23.51,7.56
NSC,LS2,POLONEZ,2019,3,54.768,17.893,8.92435,631306,86.75,28.34,14.14
NSC,LS2,PRELUDIUM,2012,2,3.471,0.896,0.52827,54679,63.48,16.39,9.66
NSC,LS2,PRELUDIUM,2013,15,95.909,33.089,19.03152,337473,284.2,98.05,56.39
NSC,LS2,PRELUDIUM,2014,8,110.971,41.931,14.97253,268070,413.96,156.42,55.85
NSC,LS2,PRELUDIUM,2015,11,81.651,36.857,12.09597,461053,177.1,79.94,26.24
NSC,LS2,PRELUDIUM,2016,17,147.376,50.367,24.31908,472763,311.73,106.54,51.44
NSC,LS2,PRELUDIUM,2017,14,110.773,41.812,17.57407,397304,278.81,105.24,44.23
NSC,LS2,PRELUDIUM,2018,16,77.526,21.761,13.90828,416099,186.32,52.3,33.43
NSC,LS2,PRELUDIUM,2019,11,66.411,21.021,10.32096,289957,229.04,72.5,35.59
NSC,LS2,PRELUDIUM,2020,10,47.214,15.889,9.57292,305983,154.3,51.93,31.29
NSC,LS2,PRELUDIUM,2021,8,58.408,17.995,9.45851,255893,228.25,70.32,36.96
NSC,LS2,PRELUDIUM,2022,17,168.452,66.341,18.30889,644634,261.31,102.91,28.4
NSC,LS2,PRELUDIUM,2023,6,6.566,0.673,1.43245,236323,27.78,2.85,6.06
NSC,LS2,PRELUDIUM,2024,3,0,0,0,146512,0,0,0
NSC,LS2,PRELUDIUM BIS,2024,3,0,0,0,350884,0,0,0
NSC,LS2,PRELUDIUM BIS,2025,1,0,0,0,125953,0,0,0
NSC,LS2,SHENG,2023,1,26.338,11.695,3.41507,404093,65.18,28.94,8.45
NSC,LS2,SONATA,2014,4,29.593,10.371,4.32169,519251,56.99,19.97,8.32
NSC,LS2,SONATA,2015,3,56.402,20.475,10.2493,372884,151.26,54.91,27.49
NSC,LS2,SONATA,2016,4,50.291,16.323,9.24864,647535,77.67,25.21,14.28
NSC,LS2,SONATA,2017,6,123.017,46.327,18.2306,708262,173.69,65.41,25.74
NSC,LS2,SONATA,2018,4,73.432,33.517,6.25672,711513,103.21,47.11,8.79
NSC,LS2,SONATA,2019,7,331.036,126.083,40.1492,1307176,253.25,96.45,30.71
NSC,LS2,SONATA,2020,4,23.768,6.656,4.11821,487860,48.72,13.64,8.44
NSC,LS2,SONATA,2021,3,27.088,7.119,4.25684,319093,84.89,22.31,13.34
NSC,LS2,SONATA,2022,11,94.727,37.197,10.9391,2650415,35.74,14.03,4.13
NSC,LS2,SONATA,2023,3,4.236,1.248,0.75368,804302,5.27,1.55,0.94
NSC,LS2,SONATA,2024,2,0,0,0,729023,0,0,0
NSC,LS2,SONATA BIS,2017,1,11.882,4.226,2.2364,177674,66.88,23.79,12.59
NSC,LS2,SONATA BIS,2018,1,45.86,14.614,6.50627,348279,131.68,41.96,18.68
NSC,LS2,SONATA BIS,2020,1,8.404,2.166,1.67415,347879,24.16,6.23,4.81
NSC,LS2,SONATA BIS,2021,1,57.713,17.681,6.90789,445953,129.41,39.65,15.49
NSC,LS2,SONATA BIS,2022,1,13.054,3.564,2.29531,353181,36.96,10.09,6.5
NSC,LS2,SONATA BIS,2023,4,31.622,11.777,4.3302,2063271,15.33,5.71,2.1
NSC,LS2,SONATA BIS,2024,1,3.258,0.574,0.58081,800209,4.07,0.72,0.73
NSC,LS2,SONATA BIS,2025,1,0,0,0,647563,0,0,0
NSC,LS2,SONATA BIS,2026,3,21.648,10.579,1.84067,1844586,11.74,5.74,1
NSC,LS2,SONATINA,2022,2,0,0,0,425936,0,0,0
NSC,LS2,SONATINA,2023,1,12.246,0,2.01516,140483,87.17,0,14.34
NSC,LS2,SYMFONIA,2021,2,143.96,55.849,22.45841,3051911,47.17,18.3,7.36
NSC,LS3,ETIUDA,2014,4,30.523,10.896,4.93694,67577,451.68,161.24,73.06
NSC,LS3,ETIUDA,2015,4,36.123,13.52,6.56394,78527,460.01,172.17,83.59
NSC,LS3,ETIUDA,2016,4,17.808,5.108,2.89706,82233,216.55,62.12,35.23
NSC,LS3,ETIUDA,2017,8,44.135,11.64,7.3127,142646,309.4,81.6,51.26
NSC,LS3,ETIUDA,2018,5,10.531,1.544,1.49317,124983,84.26,12.35,11.95
NSC,LS3,ETIUDA,2019,3,20.791,5.443,4.07281,75925,273.84,71.69,53.64
NSC,LS3,ETIUDA,2020,14,109.968,35.15,11.39285,412447,266.62,85.22,27.62
NSC,LS3,ETIUDA,2021,2,38.637,20.797,0.99531,56518,683.62,367.97,17.61
NSC,LS3,ETIUDA,2022,1,0,0,0,32407,0,0,0
NSC,LS3,FUGA,2016,1,9.687,3.167,1.62557,141419,68.5,22.39,11.49
NSC,LS3,FUGA,2017,2,27.418,7.751,4.40306,266581,102.85,29.08,16.52
NSC,LS3,FUGA,2018,2,26.348,6.035,4.45353,284651,92.56,21.2,15.65
NSC,LS3,FUGA,2019,1,8.334,2.213,1.20513,141163,59.04,15.68,8.54
NSC,LS3,GRIEG,2023,1,0,0,0,1483733,0,0,0
NSC,LS3,GRIEG,2024,1,7.497,3.822,0.86364,1486010,5.05,2.57,0.58
NSC,LS3,HARMONIA,2014,5,131.889,46.198,21.88252,514564,256.31,89.78,42.53
NSC,LS3,HARMONIA,2015,3,37.554,8.666,5.83703,439177,85.51,19.73,13.29
NSC,LS3,HARMONIA,2016,5,115.085,56.797,13.51062,834209,137.96,68.08,16.2
NSC,LS3,HARMONIA,2017,8,108.713,29.461,18.51559,1359349,79.97,21.67,13.62
NSC,LS3,HARMONIA,2018,2,22.852,6.78,4.04869,412968,55.34,16.42,9.8
NSC,LS3,HARMONIA,2019,3,220.871,68.089,28.30479,781977,282.45,87.07,36.2
NSC,LS3,HARMONIA,2020,1,13.968,5.384,1.63645,310326,45.01,17.35,5.27
NSC,LS3,HARMONIA,2021,5,30.292,8.174,5.50364,1234019,24.55,6.62,4.46
NSC,LS3,HARMONIA,2022,5,44.782,14.547,6.02874,1473386,30.39,9.87,4.09
NSC,LS3,HARMONIA,2023,1,0,0,0,220093,0,0,0
NSC,LS3,MAESTRO,2015,1,3.262,1.362,0.77381,383513,8.51,3.55,2.02
NSC,LS3,MAESTRO,2017,2,89.253,32.883,13.93037,1051093,84.91,31.28,13.25
NSC,LS3,MAESTRO,2018,2,122.099,46.372,20.04352,1294450,94.33,35.82,15.48
NSC,LS3,MAESTRO,2019,4,187.513,60.419,31.31591,2627744,71.36,22.99,11.92
NSC,LS3,MAESTRO,2020,1,46.345,12.126,7.44825,697160,66.48,17.39,10.68
NSC,LS3,MAESTRO,2023,1,5.043,2.429,0.81434,908628,5.55,2.67,0.9
NSC,LS3,MAESTRO,2024,2,57.349,13.612,8.91552,1774186,32.32,7.67,5.03
NSC,LS3,MAESTRO,2025,1,0,0,0,1045116,0,0,0
NSC,LS3,MAESTRO,2026,2,11.502,4.711,0.95118,2027557,5.67,2.32,0.47
